数据组 1:时间(s),数据组 1:心率(bpm),数据组 1:力(N),数据组 1:呼吸速度(bpm)
0.0,86.000000,4.38,14.0
0.1,,4.36,
0.2,,4.05,
0.3,,3.69,
0.4,,3.47,
0.5,,3.36,
0.6,,3.27,
0.7,,3.18,
0.8,,3.06,
0.9,,2.91,
1.0,86.000000,2.73,
1.1,,2.58,
1.2,,2.45,
1.3,,2.34,
1.4,,2.24,
1.5,,2.15,
1.6,,2.04,
1.7,,1.94,
1.8,,1.88,
1.9,,1.84,
2.0,86.000000,1.77,
2.1,,1.72,
2.2,,1.69,
2.3,,1.64,
2.4,,1.60,
2.5,,1.61,
2.6,,1.65,
2.7,,1.72,
2.8,,1.83,
2.9,,2.03,
3.0,86.000000,2.21,
3.1,,2.34,
3.2,,2.50,
3.3,,2.65,
3.4,,2.81,
3.5,,3.02,
3.6,,3.24,
3.7,,3.42,
3.8,,3.59,
3.9,,3.80,
4.0,86.333333,4.01,
4.1,,4.21,
4.2,,4.40,
4.3,,4.49,
4.4,,4.31,
4.5,,4.02,
4.6,,3.81,
4.7,,3.63,
4.8,,3.45,
4.9,,3.29,
5.0,86.500000,3.15,
5.1,,2.96,
5.2,,2.79,
5.3,,2.68,
5.4,,2.60,
5.5,,2.50,
5.6,,2.38,
5.7,,2.27,
5.8,,2.15,
5.9,,2.05,
6.0,86.333333,2.00,
6.1,,1.94,
6.2,,1.87,
6.3,,1.81,
6.4,,1.76,
6.5,,1.72,
6.6,,1.70,
6.7,,1.71,
6.8,,1.80,
6.9,,1.98,
7.0,86.333333,2.15,
7.1,,2.32,
7.2,,2.47,
7.3,,2.62,
7.4,,2.73,
7.5,,2.87,
7.6,,3.05,
7.7,,3.21,
7.8,,3.35,
7.9,,3.47,
8.0,86.333333,3.58,
8.1,,3.66,
8.2,,3.73,
8.3,,3.83,
8.4,,3.93,
8.5,,3.94,
8.6,,3.82,
8.7,,3.64,
8.8,,3.46,
8.9,,3.26,
9.0,85.200000,3.11,
9.1,,3.02,
9.2,,2.90,
9.3,,2.77,
9.4,,2.66,
9.5,,2.57,
9.6,,2.43,
9.7,,2.31,
9.8,,2.23,
9.9,,2.14,
10.0,85.000000,2.05,13.8
10.1,,2.00,
10.2,,1.98,
10.3,,1.96,
10.4,,1.91,
10.5,,1.98,
10.6,,2.37,
10.7,,2.82,
10.8,,3.02,
10.9,,3.09,
11.0,84.000000,3.02,
11.1,,3.00,
11.2,,3.51,
11.3,,4.09,
11.4,,4.34,
11.5,,4.54,
11.6,,4.75,
11.7,,4.83,
11.8,,4.61,
11.9,,4.23,
12.0,83.400000,4.09,
12.1,,4.44,
12.2,,4.92,
12.3,,4.75,
12.4,,4.28,
12.5,,4.16,
12.6,,4.30,
12.7,,4.35,
12.8,,4.18,
12.9,,4.05,
13.0,83.333333,3.68,
13.1,,3.17,
13.2,,2.88,
13.3,,2.71,
13.4,,2.67,
13.5,,2.50,
13.6,,2.33,
13.7,,2.19,
13.8,,2.05,
13.9,,1.98,
14.0,83.400000,1.97,
14.1,,2.06,
14.2,,2.20,
14.3,,2.24,
14.4,,2.15,
14.5,,2.24,
14.6,,2.48,
14.7,,2.65,
14.8,,2.98,
14.9,,3.39,
15.0,84.166667,3.57,
15.1,,3.70,
15.2,,4.08,
15.3,,4.23,
15.4,,4.02,
15.5,,3.99,
15.6,,4.06,
15.7,,3.99,
15.8,,3.97,
15.9,,4.14,
16.0,84.714286,4.38,
16.1,,4.71,
16.2,,5.11,
16.3,,5.36,
16.4,,5.80,
16.5,,6.20,
16.6,,6.54,
16.7,,7.04,
16.8,,7.69,
16.9,,8.24,
17.0,85.571429,8.44,
17.1,,8.30,
17.2,,8.08,
17.3,,8.07,
17.4,,7.87,
17.5,,7.54,
17.6,,7.37,
17.7,,7.50,
17.8,,7.01,
17.9,,6.48,
18.0,87.166667,6.35,
18.1,,5.99,
18.2,,5.60,
18.3,,5.20,
18.4,,5.04,
18.5,,5.00,
18.6,,4.68,
18.7,,4.39,
18.8,,4.31,
18.9,,3.99,
19.0,87.428571,3.64,
19.1,,3.45,
19.2,,3.40,
19.3,,3.16,
19.4,,2.86,
19.5,,2.73,
19.6,,2.66,
19.7,,2.53,
19.8,,2.29,
19.9,,2.02,
20.0,88.428571,1.89,0.0
20.1,,1.86,
20.2,,1.85,
20.3,,1.91,
20.4,,2.05,
20.5,,2.30,
20.6,,2.59,
20.7,,2.84,
20.8,,3.14,
20.9,,3.53,
21.0,89.333333,3.78,
21.1,,3.97,
21.2,,4.41,
21.3,,4.59,
21.4,,4.43,
21.5,,4.47,
21.6,,4.64,
21.7,,4.73,
21.8,,4.82,
21.9,,4.97,
22.0,89.333333,5.07,
22.1,,4.60,
22.2,,4.15,
22.3,,4.40,
22.4,,4.77,
22.5,,4.91,
22.6,,4.91,
22.7,,5.13,
22.8,,5.89,
22.9,,5.74,
23.0,89.000000,5.01,
23.1,,4.78,
23.2,,4.41,
23.3,,4.02,
23.4,,3.64,
23.5,,3.41,
23.6,,3.26,
23.7,,2.88,
23.8,,2.54,
23.9,,2.61,
24.0,89.166667,2.66,
24.1,,2.47,
24.2,,2.43,
24.3,,2.50,
24.4,,2.46,
24.5,,2.39,
24.6,,2.36,
24.7,,2.40,
24.8,,2.44,
24.9,,2.42,
25.0,89.333333,2.30,
25.1,,2.16,
25.2,,1.98,
25.3,,1.94,
25.4,,1.98,
25.5,,2.00,
25.6,,2.03,
25.7,,2.13,
25.8,,2.35,
25.9,,2.67,
26.0,89.333333,2.97,
26.1,,3.28,
26.2,,3.45,
