数据组 1:时间(s),数据组 1:心率(bpm),数据组 1:力(N),数据组 1:呼吸速度(bpm)
0.0,93.000000,1.80,9.0
0.1,,2.14,
0.2,,2.63,
0.3,,3.14,
0.4,,3.69,
0.5,,4.19,
0.6,,4.36,
0.7,,4.19,
0.8,,3.88,
0.9,,3.55,
1.0,93.666667,3.27,
1.1,,3.09,
1.2,,2.94,
1.3,,2.76,
1.4,,2.58,
1.5,,2.39,
1.6,,2.22,
1.7,,2.11,
1.8,,2.03,
1.9,,1.92,
2.0,93.750000,1.82,
2.1,,1.71,
2.2,,1.62,
2.3,,1.60,
2.4,,1.68,
2.5,,1.82,
2.6,,2.09,
2.7,,2.50,
2.8,,2.98,
2.9,,3.49,
3.0,94.200000,3.97,
3.1,,4.23,
3.2,,4.12,
3.3,,3.80,
3.4,,3.50,
3.5,,3.32,
3.6,,3.29,
3.7,,3.26,
3.8,,3.15,
3.9,,3.01,
4.0,94.333333,2.88,
4.1,,2.84,
4.2,,2.88,
4.3,,2.94,
4.4,,2.95,
4.5,,2.88,
4.6,,2.76,
4.7,,2.63,
4.8,,2.52,
4.9,,2.40,
5.0,94.666667,2.24,
5.1,,2.07,
5.2,,1.87,
5.3,,1.76,
5.4,,1.85,
5.5,,2.00,
5.6,,2.04,
5.7,,1.96,
5.8,,1.78,
5.9,,1.63,
6.0,95.166667,1.67,
6.1,,1.75,
6.2,,1.66,
6.3,,1.49,
6.4,,1.40,
6.5,,1.43,
6.6,,1.53,
6.7,,1.62,
6.8,,1.81,
6.9,,2.30,
7.0,95.833333,2.97,
7.1,,3.71,
7.2,,4.32,
7.3,,4.57,
7.4,,4.42,
7.5,,4.06,
7.6,,3.69,
7.7,,3.42,
7.8,,3.23,
7.9,,3.06,
8.0,96.500000,2.92,
8.1,,2.79,
8.2,,2.72,
8.3,,2.70,
8.4,,2.66,
8.5,,2.57,
8.6,,2.44,
8.7,,2.29,
8.8,,2.20,
8.9,,2.09,
9.0,98.000000,1.91,
9.1,,1.74,
9.2,,1.61,
9.3,,1.55,
9.4,,1.57,
9.5,,1.59,
9.6,,1.58,
9.7,,1.66,
9.8,,1.95,
9.9,,2.45,
10.0,100.000000,2.98,0.0
10.1,,3.38,
10.2,,3.69,
10.3,,3.85,
10.4,,3.59,
10.5,,3.18,
10.6,,2.95,
10.7,,2.92,
10.8,,2.98,
10.9,,2.72,
11.0,101.666667,2.26,
11.1,,2.02,
11.2,,2.20,
11.3,,2.90,
11.4,,3.51,
11.5,,3.94,
11.6,,4.42,
11.7,,4.79,
11.8,,4.76,
11.9,,4.09,
12.0,102.666667,3.71,
12.1,,3.60,
12.2,,3.02,
12.3,,2.40,
12.4,,2.04,
12.5,,2.00,
12.6,,2.43,
12.7,,3.09,
12.8,,4.06,
12.9,,4.60,
13.0,103.333333,4.53,
13.1,,4.48,
13.2,,4.32,
13.3,,4.05,
13.4,,3.80,
13.5,,3.42,
13.6,,2.85,
13.7,,2.46,
13.8,,2.45,
13.9,,2.69,
14.0,103.000000,3.06,
14.1,,3.65,
14.2,,4.24,
14.3,,4.65,
14.4,,4.92,
14.5,,5.03,
14.6,,4.70,
14.7,,3.95,
14.8,,3.49,
14.9,,3.55,
15.0,101.600000,3.80,
15.1,,3.94,
15.2,,4.27,
15.3,,4.45,
15.4,,4.13,
15.5,,3.90,
15.6,,3.80,
15.7,,3.53,
15.8,,3.24,
15.9,,3.18,
16.0,101.000000,3.02,
16.1,,2.60,
16.2,,2.31,
16.3,,2.28,
16.4,,2.58,
16.5,,3.14,
