数据组 1:时间(s),数据组 1:心率(bpm),数据组 1:力(N),数据组 1:呼吸速度(bpm)
0.0,84.000000,3.72,18.1
0.1,,3.37,
0.2,,3.19,
0.3,,3.09,
0.4,,3.02,
0.5,,2.98,
0.6,,3.00,
0.7,,3.00,
0.8,,2.99,
0.9,,3.01,
1.0,84.000000,3.04,
1.1,,3.09,
1.2,,3.18,
1.3,,3.26,
1.4,,3.36,
1.5,,3.59,
1.6,,3.92,
1.7,,4.27,
1.8,,4.63,
1.9,,4.95,
2.0,84.500000,5.20,
2.1,,5.48,
2.2,,5.78,
2.3,,6.00,
2.4,,6.02,
2.5,,5.75,
2.6,,5.30,
2.7,,4.94,
2.8,,4.74,
2.9,,4.58,
3.0,85.400000,4.42,
3.1,,4.26,
3.2,,4.03,
3.3,,3.81,
3.4,,3.68,
3.5,,3.54,
3.6,,3.40,
3.7,,3.26,
3.8,,3.09,
3.9,,2.91,
4.0,85.666667,2.77,
4.1,,2.69,
4.2,,2.68,
4.3,,2.78,
4.4,,2.95,
4.5,,3.14,
4.6,,3.37,
4.7,,3.62,
4.8,,3.89,
4.9,,4.18,
5.0,86.714286,4.48,
5.1,,4.75,
5.2,,5.02,
5.3,,5.32,
5.4,,5.58,
5.5,,5.82,
5.6,,6.05,
5.7,,6.17,
5.8,,6.21,
5.9,,6.09,
6.0,87.625000,5.73,
6.1,,5.33,
6.2,,4.98,
6.3,,4.66,
6.4,,4.40,
6.5,,4.24,
6.6,,4.09,
6.7,,3.91,
6.8,,3.73,
6.9,,3.56,
7.0,89.285714,3.36,
7.1,,3.23,
7.2,,3.19,
7.3,,3.16,
7.4,,3.11,
7.5,,3.08,
7.6,,3.05,
7.7,,3.00,
7.8,,3.01,
7.9,,3.11,
8.0,90.571429,3.27,
8.1,,3.48,
8.2,,3.73,
8.3,,4.01,
8.4,,4.28,
8.5,,4.58,
8.6,,4.93,
8.7,,5.27,
8.8,,5.58,
8.9,,5.83,
9.0,92.166667,5.99,
9.1,,5.97,
9.2,,5.72,
9.3,,5.39,
9.4,,5.10,
9.5,,4.82,
9.6,,4.55,
9.7,,4.34,
9.8,,4.12,
9.9,,3.88,
10.0,92.571429,3.71,14.5
10.1,,3.58,
10.2,,3.45,
10.3,,3.30,
10.4,,3.14,
10.5,,2.94,
10.6,,2.73,
