数据组 1:时间(s),数据组 1:心率(bpm),数据组 1:力(N),数据组 1:呼吸速度(bpm)
0.0,83.000000,4.33,24.4
0.1,,4.59,
0.2,,4.76,
0.3,,4.88,
0.4,,4.97,
0.5,,4.96,
0.6,,4.84,
0.7,,4.68,
0.8,,4.52,
0.9,,4.37,
1.0,83.666667,4.19,
1.1,,3.97,
1.2,,3.86,
1.3,,3.78,
1.4,,3.68,
1.5,,3.54,
1.6,,3.41,
1.7,,3.30,
1.8,,3.19,
1.9,,3.09,
2.0,83.750000,2.98,
2.1,,2.88,
2.2,,2.78,
2.3,,2.71,
2.4,,2.70,
2.5,,2.69,
2.6,,2.74,
2.7,,2.91,
2.8,,3.12,
2.9,,3.34,
3.0,84.200000,3.60,
3.1,,3.88,
3.2,,4.19,
3.3,,4.45,
3.4,,4.71,
3.5,,4.91,
3.6,,4.87,
3.7,,4.65,
3.8,,4.40,
3.9,,4.20,
4.0,84.000000,3.98,
4.1,,3.74,
4.2,,3.59,
4.3,,3.52,
4.4,,3.43,
4.5,,3.32,
4.6,,3.23,
4.7,,3.18,
4.8,,3.05,
4.9,,2.93,
5.0,84.166667,2.85,
5.1,,2.80,
5.2,,2.79,
5.3,,2.85,
5.4,,3.03,
5.5,,3.26,
5.6,,3.49,
5.7,,3.77,
5.8,,4.11,
5.9,,4.43,
6.0,83.500000,4.67,
6.1,,4.85,
6.2,,4.92,
6.3,,4.74,
6.4,,4.44,
6.5,,4.26,
6.6,,4.15,
6.7,,4.03,
6.8,,3.93,
6.9,,3.86,
7.0,82.800000,3.71,
7.1,,3.42,
7.2,,3.15,
7.3,,3.02,
7.4,,2.93,
7.5,,2.86,
7.6,,2.77,
7.7,,2.70,
7.8,,2.64,
7.9,,2.66,
8.0,82.666667,2.85,
8.1,,3.20,
8.2,,3.65,
8.3,,4.13,
8.4,,4.55,
8.5,,4.90,
8.6,,5.15,
8.7,,5.35,
8.8,,5.49,
8.9,,5.50,
9.0,82.000000,5.32,
9.1,,5.12,
9.2,,4.98,
9.3,,4.83,
9.4,,4.67,
9.5,,4.59,
9.6,,4.58,
9.7,,4.54,
9.8,,4.47,
9.9,,4.40,
10.0,81.500000,4.37,21.9
10.1,,4.46,
10.2,,4.87,
10.3,,4.89,
10.4,,4.83,
10.5,,5.15,
10.6,,6.11,
10.7,,6.19,
10.8,,4.85,
10.9,,6.10,
11.0,81.333333,8.09,
11.1,,9.16,
11.2,,11.85,
11.3,,13.23,
11.4,,12.61,
11.5,,12.08,
11.6,,12.03,
11.7,,12.40,
11.8,,11.89,
11.9,,12.38,
12.0,81.000000,15.05,
12.1,,13.42,
12.2,,9.26,
12.3,,7.86,
12.4,,7.96,
12.5,,8.83,
12.6,,8.38,
12.7,,8.28,
12.8,,9.63,
12.9,,9.09,
13.0,80.666667,8.31,
13.1,,8.38,
13.2,,8.49,
13.3,,9.93,
13.4,,11.46,
13.5,,12.10,
13.6,,13.27,
13.7,,13.46,
13.8,,12.01,
13.9,,10.35,
14.0,80.500000,9.75,
14.1,,9.58,
14.2,,8.49,
14.3,,9.55,
14.4,,10.40,
14.5,,8.89,
14.6,,6.20,
14.7,,6.20,
14.8,,6.52,
14.9,,6.01,
15.0,80.666667,5.98,
15.1,,7.66,
15.2,,8.99,
15.3,,9.07,
15.4,,9.32,
15.5,,9.18,
15.6,,10.68,
15.7,,10.67,
15.8,,10.84,
15.9,,12.08,
16.0,81.333333,13.93,
16.1,,12.88,
16.2,,10.25,
16.3,,8.74,
16.4,,9.01,
16.5,,10.03,
16.6,,9.03,
16.7,,8.23,
16.8,,8.76,
16.9,,8.33,
17.0,82.142857,6.64,
17.1,,5.59,
17.2,,6.14,
17.3,,7.44,
17.4,,7.78,
17.5,,8.40,
17.6,,10.86,
17.7,,12.32,
17.8,,12.51,
17.9,,12.37,
18.0,83.833333,12.93,
18.1,,12.64,
18.2,,10.92,
18.3,,11.01,
18.4,,10.95,
18.5,,9.36,
18.6,,6.77,
18.7,,5.43,
18.8,,5.45,
18.9,,5.90,
19.0,85.000000,5.71,
19.1,,6.52,
19.2,,6.97,
19.3,,7.01,
19.4,,7.30,
19.5,,9.14,
19.6,,12.28,
19.7,,14.68,
19.8,,15.40,
19.9,,15.84,
20.0,86.666667,13.62,30.5
20.1,,10.42,
20.2,,8.24,
20.3,,7.43,
20.4,,7.51,
20.5,,6.95,
20.6,,8.27,
20.7,,10.43,
20.8,,11.75,
20.9,,11.92,
21.0,88.000000,12.95,
21.1,,14.41,
21.2,,14.78,
21.3,,13.84,
21.4,,14.88,
21.5,,14.00,
21.6,,11.21,
21.7,,9.39,
21.8,,9.05,
21.9,,8.78,
22.0,89.166667,7.45,
22.1,,7.36,
22.2,,8.21,
22.3,,7.95,
22.4,,6.50,
22.5,,5.78,
22.6,,6.90,
22.7,,8.92,
22.8,,10.03,
22.9,,10.95,
23.0,90.166667,12.54,
23.1,,12.51,
23.2,,10.33,
23.3,,10.00,
23.4,,11.22,
23.5,,10.79,
23.6,,8.82,
23.7,,9.15,
23.8,,9.65,
23.9,,8.46,
24.0,91.333333,6.32,
24.1,,5.57,
24.2,,6.58,
