数据组 1:时间(s),数据组 1:心率(bpm),数据组 1:力(N),数据组 1:呼吸速度(bpm)
0.0,116.000000,5.42,4.3
0.1,,5.58,
0.2,,5.62,
0.3,,5.57,
0.4,,5.29,
0.5,,5.02,
0.6,,4.95,
0.7,,5.05,
0.8,,5.01,
0.9,,4.56,
1.0,116.666667,4.22,
1.1,,4.21,
1.2,,4.21,
1.3,,4.04,
1.4,,3.99,
1.5,,4.09,
1.6,,4.00,
1.7,,4.01,
1.8,,4.04,
1.9,,3.90,
2.0,117.250000,3.85,
2.1,,3.90,
2.2,,4.06,
2.3,,4.29,
2.4,,4.52,
2.5,,4.77,
2.6,,5.09,
2.7,,5.42,
2.8,,5.65,
2.9,,5.69,
3.0,117.800000,5.52,
3.1,,5.26,
3.2,,4.96,
3.3,,4.67,
3.4,,4.44,
3.5,,4.27,
3.6,,4.14,
3.7,,3.99,
3.8,,3.82,
3.9,,3.65,
4.0,118.666667,3.51,
4.1,,3.42,
4.2,,3.37,
4.3,,3.33,
4.4,,3.30,
4.5,,3.34,
4.6,,3.44,
4.7,,3.63,
4.8,,3.89,
4.9,,4.08,
5.0,119.833333,4.25,
5.1,,4.49,
5.2,,4.76,
5.3,,5.02,
5.4,,5.23,
5.5,,5.29,
5.6,,5.20,
5.7,,5.01,
5.8,,4.81,
5.9,,4.58,
6.0,120.666667,4.33,
6.1,,4.10,
6.2,,3.89,
6.3,,3.72,
6.4,,3.54,
6.5,,3.40,
6.6,,3.29,
6.7,,3.19,
6.8,,3.13,
6.9,,3.05,
7.0,121.000000,3.05,
7.1,,3.13,
7.2,,3.27,
7.3,,3.47,
7.4,,3.74,
7.5,,4.05,
7.6,,4.27,
7.7,,4.35,
7.8,,4.42,
7.9,,4.66,
8.0,121.333333,5.02,
8.1,,5.26,
8.2,,5.33,
8.3,,5.23,
8.4,,5.04,
8.5,,4.88,
8.6,,4.67,
8.7,,4.42,
8.8,,4.20,
8.9,,4.01,
9.0,121.333333,3.85,
9.1,,3.76,
9.2,,3.68,
9.3,,3.53,
9.4,,3.36,
9.5,,3.24,
9.6,,3.11,
9.7,,2.98,
9.8,,2.92,
9.9,,2.94,
10.0,121.285714,3.01,0.0
10.1,,3.14,
10.2,,3.35,
10.3,,3.59,
10.4,,3.88,
10.5,,4.17,
10.6,,4.43,
10.7,,4.70,
10.8,,4.95,
10.9,,5.02,
11.0,121.428571,5.01,
11.1,,4.89,
11.2,,4.70,
11.3,,4.50,
11.4,,4.41,
11.5,,4.38,
11.6,,4.20,
11.7,,4.01,
11.8,,3.91,
11.9,,3.88,
12.0,121.428571,3.87,
12.1,,3.73,
12.2,,3.31,
12.3,,3.20,
12.4,,3.56,
12.5,,4.02,
12.6,,4.44,
12.7,,4.90,
12.8,,5.54,
12.9,,5.42,
13.0,122.000000,4.92,
13.1,,5.33,
13.2,,5.83,
13.3,,5.79,
13.4,,5.78,
13.5,,5.83,
13.6,,5.93,
13.7,,5.73,
13.8,,4.81,
13.9,,4.58,
14.0,122.714286,4.69,
14.1,,4.50,
14.2,,4.75,
14.3,,4.97,
14.4,,5.08,
14.5,,4.41,
14.6,,3.41,
14.7,,3.24,
14.8,,3.34,
14.9,,3.66,
15.0,123.666667,4.06,
15.1,,4.01,
15.2,,3.85,
15.3,,4.56,
15.4,,5.28,
15.5,,5.47,
15.6,,5.91,
15.7,,6.38,
15.8,,6.89,
15.9,,7.74,
16.0,124.500000,8.12,
16.1,,7.25,
16.2,,6.67,
16.3,,6.34,
16.4,,6.09,
16.5,,5.84,
16.6,,5.36,
16.7,,5.53,
16.8,,5.23,
16.9,,4.19,
17.0,124.833333,3.80,
17.1,,3.98,
17.2,,4.01,
17.3,,4.08,
17.4,,4.43,
17.5,,5.05,
17.6,,5.16,
17.7,,4.88,
17.8,,4.88,
17.9,,5.17,
18.0,124.285714,5.53,
18.1,,5.57,
18.2,,5.59,
18.3,,5.85,
18.4,,5.63,
18.5,,4.79,
18.6,,4.08,
18.7,,3.66,
18.8,,3.71,
18.9,,4.06,
19.0,123.166667,4.45,
19.1,,5.22,
19.2,,5.97,
19.3,,6.06,
19.4,,5.76,
19.5,,5.61,
19.6,,5.25,
19.7,,4.72,
19.8,,4.38,
19.9,,4.10,
20.0,121.666667,4.08,18.9
20.1,,4.39,
20.2,,5.07,
20.3,,5.21,
20.4,,4.86,
20.5,,5.17,
20.6,,5.71,
20.7,,6.26,
20.8,,6.60,
20.9,,6.83,
21.0,119.000000,7.07,
21.1,,6.40,
21.2,,5.76,
21.3,,5.51,
21.4,,5.24,
21.5,,5.01,
21.6,,4.73,
21.7,,4.76,
21.8,,4.70,
21.9,,4.08,
22.0,118.333333,3.90,
22.1,,4.46,
22.2,,4.55,
22.3,,4.18,
22.4,,4.23,
22.5,,4.76,
22.6,,5.16,
22.7,,4.88,
22.8,,4.13,
22.9,,4.29,
23.0,116.833333,4.91,
23.1,,5.44,
23.2,,6.43,
23.3,,6.94,
23.4,,6.86,
23.5,,6.62,
23.6,,6.34,
23.7,,6.02,
23.8,,5.58,
23.9,,5.19,
24.0,116.000000,4.97,
24.1,,5.03,
24.2,,5.27,
24.3,,5.50,
24.4,,5.17,
24.5,,4.31,
24.6,,3.79,
24.7,,3.87,
24.8,,3.95,
24.9,,3.91,
25.0,115.833333,4.04,
25.1,,4.73,
25.2,,5.39,
25.3,,4.93,
25.4,,4.97,
25.5,,5.64,
25.6,,5.86,
25.7,,6.29,
25.8,,6.85,
25.9,,7.48,
26.0,116.142857,7.39,
26.1,,6.52,
26.2,,5.70,
26.3,,5.33,
26.4,,5.23,
26.5,,4.74,
26.6,,4.25,
26.7,,4.21,
26.8,,4.05,
26.9,,3.63,
27.0,116.500000,3.22,
27.1,,3.10,
27.2,,3.03,
27.3,,2.57,
27.4,,2.49,
27.5,,3.23,
