数据组 1:时间(s),数据组 1:心率(bpm),数据组 1:力(N),数据组 1:呼吸速度(bpm)
0.0,86.000000,3.70,13.1
0.1,,4.06,
0.2,,4.42,
0.3,,4.83,
0.4,,5.26,
0.5,,5.60,
0.6,,5.77,
0.7,,6.00,
0.8,,6.36,
0.9,,6.54,
1.0,87.333333,6.33,
1.1,,5.88,
1.2,,5.41,
1.3,,5.01,
1.4,,4.74,
1.5,,4.56,
1.6,,4.39,
1.7,,4.24,
1.8,,4.06,
1.9,,3.81,
2.0,87.500000,3.57,
2.1,,3.41,
2.2,,3.28,
2.3,,3.16,
2.4,,3.05,
2.5,,2.96,
2.6,,2.85,
2.7,,2.69,
2.8,,2.64,
2.9,,2.71,
3.0,87.600000,2.89,
3.1,,3.14,
3.2,,3.42,
3.3,,3.68,
3.4,,3.91,
3.5,,4.25,
3.6,,4.69,
3.7,,5.10,
3.8,,5.50,
3.9,,5.86,
4.0,87.666667,6.18,
4.1,,6.46,
4.2,,6.82,
4.3,,7.13,
4.4,,7.01,
4.5,,6.49,
4.6,,5.86,
4.7,,5.30,
4.8,,4.81,
4.9,,4.49,
5.0,87.600000,4.37,
5.1,,4.34,
5.2,,4.28,
5.3,,4.21,
5.4,,4.06,
5.5,,3.86,
5.6,,3.70,
5.7,,3.56,
5.8,,3.42,
5.9,,3.29,
6.0,87.400000,3.17,
6.1,,3.03,
6.2,,2.90,
6.3,,2.84,
6.4,,2.84,
6.5,,2.91,
6.6,,3.09,
6.7,,3.31,
6.8,,3.43,
6.9,,3.56,
7.0,87.200000,3.83,
7.1,,4.13,
7.2,,4.46,
7.3,,4.82,
7.4,,5.20,
7.5,,5.57,
7.6,,5.96,
7.7,,6.40,
7.8,,6.84,
7.9,,7.24,
8.0,87.000000,7.42,
8.1,,7.11,
8.2,,6.41,
8.3,,5.76,
8.4,,5.31,
8.5,,5.00,
8.6,,4.77,
8.7,,4.57,
8.8,,4.31,
8.9,,4.02,
9.0,87.000000,3.82,
9.1,,3.69,
9.2,,3.61,
9.3,,3.56,
9.4,,3.50,
9.5,,3.37,
9.6,,3.21,
9.7,,3.11,
9.8,,3.05,
9.9,,2.98,
10.0,87.000000,2.97,18.3
10.1,,3.03,
10.2,,3.10,
10.3,,3.11,
10.4,,3.12,
10.5,,3.26,
10.6,,3.57,
10.7,,4.03,
10.8,,4.56,
10.9,,4.92,
11.0,87.000000,5.22,
11.1,,5.99,
11.2,,7.10,
11.3,,7.90,
11.4,,8.27,
11.5,,8.45,
11.6,,8.67,
11.7,,9.11,
11.8,,10.01,
11.9,,11.47,
12.0,87.000000,12.93,
12.1,,13.54,
12.2,,13.04,
12.3,,11.77,
12.4,,10.18,
12.5,,8.86,
12.6,,8.09,
12.7,,7.89,
12.8,,7.34,
12.9,,6.15,
13.0,86.714286,5.16,
13.1,,4.64,
13.2,,4.27,
13.3,,3.71,
13.4,,3.38,
13.5,,3.42,
13.6,,3.59,
13.7,,3.90,
13.8,,4.07,
13.9,,4.13,
14.0,86.285714,4.03,
14.1,,3.68,
14.2,,3.59,
14.3,,3.64,
14.4,,3.47,
14.5,,3.04,
14.6,,2.50,
14.7,,2.18,
14.8,,2.23,
14.9,,2.53,
15.0,86.000000,2.71,
15.1,,2.60,
15.2,,2.54,
15.3,,2.62,
15.4,,2.82,
15.5,,3.17,
15.6,,3.74,
15.7,,4.58,
15.8,,5.60,
15.9,,6.55,
16.0,85.714286,7.00,
16.1,,7.48,
16.2,,8.71,
16.3,,9.93,
16.4,,10.64,
16.5,,11.47,
16.6,,12.01,
16.7,,11.50,
16.8,,10.42,
16.9,,9.17,
17.0,85.166667,8.05,
17.1,,7.40,
17.2,,6.94,
17.3,,6.56,
17.4,,6.51,
17.5,,6.63,
17.6,,6.38,
17.7,,6.10,
17.8,,6.14,
17.9,,6.22,
18.0,85.333333,5.55,
18.1,,4.33,
18.2,,3.83,
18.3,,3.92,
18.4,,3.75,
18.5,,3.23,
18.6,,2.73,
18.7,,2.38,
18.8,,2.43,
18.9,,2.90,
19.0,85.833333,3.42,
19.1,,3.71,
19.2,,3.97,
19.3,,4.26,
19.4,,4.51,
19.5,,4.92,
19.6,,5.37,
19.7,,5.43,
19.8,,5.20,
19.9,,5.38,
20.0,86.166667,5.91,13.3
20.1,,5.96,
20.2,,5.64,
20.3,,5.65,
20.4,,6.39,
20.5,,7.96,
20.6,,9.04,
20.7,,8.98,
20.8,,8.54,
20.9,,8.03,
21.0,86.500000,7.78,
21.1,,7.78,
21.2,,7.81,
21.3,,7.78,
21.4,,7.07,
21.5,,5.96,
21.6,,5.00,
21.7,,4.06,
21.8,,3.37,
21.9,,2.90,
22.0,86.833333,2.47,
22.1,,2.20,
22.2,,2.27,
22.3,,2.78,
22.4,,3.26,
22.5,,3.58,
22.6,,3.89,
22.7,,4.15,
22.8,,4.58,
22.9,,4.97,
23.0,87.333333,4.96,
23.1,,5.01,
23.2,,5.40,
23.3,,5.73,
23.4,,5.99,
23.5,,6.11,
23.6,,6.20,
23.7,,6.53,
23.8,,7.11,
23.9,,7.39,
24.0,87.500000,7.04,
24.1,,6.57,
24.2,,6.25,
24.3,,5.96,
24.4,,5.52,
24.5,,4.90,
24.6,,4.28,
24.7,,4.10,
24.8,,4.05,
24.9,,3.73,
25.0,88.333333,3.61,
25.1,,3.71,
25.2,,3.80,
