数据组 1:时间(s),数据组 1:心率(bpm),数据组 1:力(N),数据组 1:呼吸速度(bpm)
0.0,80.000000,3.26,19.2
0.1,,3.60,
0.2,,3.95,
0.3,,4.29,
0.4,,4.61,
0.5,,5.02,
0.6,,5.45,
0.7,,5.79,
0.8,,6.01,
0.9,,6.05,
1.0,80.000000,5.80,
1.1,,5.22,
1.2,,4.64,
1.3,,4.28,
1.4,,4.07,
1.5,,3.90,
1.6,,3.73,
1.7,,3.58,
1.8,,3.41,
1.9,,3.19,
2.0,80.000000,3.03,
2.1,,2.93,
2.2,,2.83,
2.3,,2.75,
2.4,,2.72,
2.5,,2.74,
2.6,,2.74,
2.7,,2.75,
2.8,,2.95,
2.9,,3.28,
3.0,80.000000,3.62,
3.1,,3.95,
3.2,,4.34,
3.3,,4.75,
3.4,,5.10,
3.5,,5.44,
3.6,,5.89,
3.7,,6.39,
3.8,,6.80,
3.9,,6.86,
4.0,79.600000,6.36,
4.1,,5.62,
4.2,,4.92,
4.3,,4.36,
4.4,,4.03,
4.5,,3.83,
4.6,,3.65,
4.7,,3.50,
4.8,,3.34,
4.9,,3.13,
5.0,79.500000,2.92,
5.1,,2.77,
5.2,,2.68,
5.3,,2.60,
5.4,,2.54,
5.5,,2.50,
5.6,,2.45,
5.7,,2.34,
5.8,,2.26,
5.9,,2.30,
6.0,79.333333,2.38,
6.1,,2.46,
6.2,,2.56,
6.3,,2.76,
6.4,,3.04,
6.5,,3.31,
6.6,,3.62,
6.7,,4.00,
6.8,,4.42,
6.9,,4.83,
7.0,79.166667,5.24,
7.1,,5.63,
7.2,,5.79,
7.3,,5.48,
7.4,,4.90,
7.5,,4.42,
7.6,,4.09,
7.7,,3.83,
7.8,,3.64,
7.9,,3.49,
8.0,79.000000,3.31,
8.1,,3.11,
8.2,,2.97,
8.3,,2.89,
8.4,,2.81,
8.5,,2.74,
8.6,,2.67,
8.7,,2.61,
8.8,,2.51,
8.9,,2.41,
9.0,78.714286,2.41,
9.1,,2.49,
9.2,,2.60,
9.3,,2.75,
9.4,,2.97,
9.5,,3.22,
9.6,,3.47,
9.7,,3.76,
9.8,,4.17,
9.9,,4.62,
10.0,78.500000,5.04,17.5
10.1,,5.46,
10.2,,5.85,
10.3,,6.13,
10.4,,6.29,
10.5,,6.32,
10.6,,6.13,
10.7,,5.68,
10.8,,5.27,
10.9,,5.15,
11.0,78.333333,5.25,
11.1,,5.33,
11.2,,5.20,
