数据组 1:时间(s),数据组 1:心率(bpm),数据组 1:力(N),数据组 1:呼吸速度(bpm)
0.0,103.000000,3.38,18.5
0.1,,3.06,
0.2,,2.95,
0.3,,2.80,
0.4,,2.52,
0.5,,2.18,
0.6,,1.85,
0.7,,1.55,
0.8,,1.38,
0.9,,1.47,
1.0,102.333333,1.85,
1.1,,2.46,
1.2,,3.25,
1.3,,4.05,
1.4,,4.84,
1.5,,5.56,
1.6,,5.91,
1.7,,5.70,
1.8,,5.14,
1.9,,4.56,
2.0,101.750000,4.13,
2.1,,3.86,
2.2,,3.59,
2.3,,3.32,
2.4,,3.04,
2.5,,2.73,
2.6,,2.52,
2.7,,2.46,
2.8,,2.42,
2.9,,2.57,
3.0,101.200000,3.06,
3.1,,3.77,
3.2,,4.60,
3.3,,5.38,
3.4,,5.83,
3.5,,5.94,
3.6,,5.59,
3.7,,4.91,
3.8,,4.34,
3.9,,3.95,
4.0,100.666667,3.56,
4.1,,3.17,
4.2,,2.89,
4.3,,2.70,
4.4,,2.51,
4.5,,2.35,
4.6,,2.21,
4.7,,2.04,
4.8,,1.93,
4.9,,2.05,
5.0,100.000000,2.50,
5.1,,3.20,
5.2,,4.01,
5.3,,4.84,
5.4,,5.64,
5.5,,6.16,
5.6,,6.14,
5.7,,5.69,
5.8,,5.23,
5.9,,4.82,
6.0,99.500000,4.32,
6.1,,3.88,
6.2,,3.64,
6.3,,3.44,
6.4,,3.23,
6.5,,3.06,
6.6,,2.80,
6.7,,2.41,
6.8,,2.18,
6.9,,2.04,
7.0,98.833333,1.82,
7.1,,1.57,
7.2,,1.40,
7.3,,1.51,
7.4,,1.84,
7.5,,2.09,
7.6,,2.49,
7.7,,3.25,
7.8,,4.19,
7.9,,5.11,
8.0,97.500000,5.72,
8.1,,5.84,
8.2,,5.43,
8.3,,4.81,
8.4,,4.27,
8.5,,3.83,
8.6,,3.46,
8.7,,3.14,
8.8,,2.94,
8.9,,2.72,
9.0,96.500000,2.38,
9.1,,2.13,
9.2,,2.05,
9.3,,1.97,
9.4,,1.96,
9.5,,2.25,
9.6,,2.79,
9.7,,3.41,
9.8,,4.09,
9.9,,4.80,
10.0,95.000000,5.40,23.0
10.1,,5.88,
10.2,,6.02,
10.3,,5.66,
10.4,,5.11,
10.5,,4.64,
10.6,,4.19,
10.7,,3.65,
10.8,,3.09,
10.9,,2.59,
11.0,93.833333,2.17,
11.1,,2.04,
11.2,,2.20,
11.3,,2.65,
11.4,,3.15,
11.5,,3.42,
11.6,,3.80,
11.7,,4.26,
11.8,,4.66,
11.9,,4.93,
12.0,92.833333,4.69,
12.1,,4.15,
12.2,,3.72,
12.3,,3.37,
12.4,,2.94,
12.5,,2.37,
12.6,,2.09,
12.7,,2.24,
12.8,,2.49,
12.9,,2.64,
13.0,92.333333,2.92,
13.1,,3.34,
13.2,,3.77,
13.3,,4.28,
13.4,,4.61,
13.5,,4.50,
13.6,,3.99,
13.7,,3.54,
13.8,,3.17,
13.9,,2.72,
14.0,92.000000,2.54,
14.1,,2.56,
14.2,,2.39,
14.3,,2.03,
14.4,,1.91,
14.5,,2.03,
14.6,,2.16,
14.7,,2.23,
14.8,,2.19,
14.9,,2.36,
15.0,92.333333,2.73,
15.1,,3.05,
15.2,,3.53,
15.3,,3.70,
15.4,,3.37,
15.5,,3.17,
15.6,,3.13,
15.7,,2.54,
15.8,,1.70,
15.9,,1.59,
16.0,92.500000,1.97,
16.1,,2.17,
16.2,,2.30,
16.3,,2.49,
16.4,,3.00,
16.5,,3.66,
16.6,,3.93,
16.7,,4.06,
16.8,,3.98,
16.9,,3.49,
17.0,93.000000,2.98,
17.1,,2.74,
17.2,,2.49,
17.3,,2.21,
17.4,,2.02,
17.5,,1.83,
17.6,,1.99,
17.7,,2.61,
17.8,,2.89,
17.9,,2.91,
18.0,93.333333,3.36,
18.1,,4.01,
18.2,,4.24,
18.3,,3.90,
18.4,,3.58,
18.5,,3.06,
18.6,,2.27,
18.7,,1.88,
18.8,,1.92,
18.9,,2.14,
19.0,93.666667,2.04,
19.1,,1.68,
19.2,,1.43,
19.3,,1.33,
